Date,VIX,SPX
5/23/1997,18.08,847.03
5/27/1997,19.36,849.71
5/28/1997,19.28,847.21
5/29/1997,19.02,844.08
5/30/1997,19.19,848.28
6/2/1997,20.85,846.36
6/3/1997,20.01,845.48
6/4/1997,20.1,840.11
6/5/1997,20.36,843.43
6/6/1997,18.94,858.01
6/9/1997,19.46,862.91
6/10/1997,19.04,865.27
6/11/1997,18.85,869.57
6/12/1997,18.51,883.44
6/13/1997,19.27,893.27
6/16/1997,19.77,893.9
6/17/1997,20.17,894.42
6/18/1997,20.45,889.06
6/19/1997,20.1,897.99
6/20/1997,20.2,898.7
6/23/1997,21.19,878.62
6/24/1997,20.74,896.34
6/25/1997,21.5,888.99
6/26/1997,21.82,883.68
6/27/1997,21.22,887.3
6/30/1997,21.53,885.14
7/1/1997,21,891.03
7/2/1997,19.7,904.03
7/3/1997,17.82,916.92
7/7/1997,19.13,912.2
7/8/1997,18.76,918.75
7/9/1997,20.4,907.54
7/10/1997,19.92,913.78
7/11/1997,19.06,916.68
7/14/1997,19.58,918.38
7/15/1997,19,925.76
7/16/1997,19.36,936.59
7/17/1997,20.54,931.61
7/18/1997,22.28,915.3
7/21/1997,23.51,912.94
7/22/1997,21.77,933.98
7/23/1997,21.3,936.56
7/24/1997,20.96,940.28
7/25/1997,20.82,938.79
7/28/1997,21.84,936.45
7/29/1997,22.02,942.29
7/30/1997,21.39,952.29
7/31/1997,21.48,954.29
8/1/1997,22.29,947.14
8/4/1997,21.94,950.3
8/5/1997,20.64,952.37
8/6/1997,20.05,960.32
8/7/1997,19.77,951.19
8/8/1997,22.46,933.54
8/11/1997,22.77,937
8/12/1997,23.75,926.53
8/13/1997,24.52,922.02
8/14/1997,23.11,924.77
8/15/1997,24.45,900.81
8/18/1997,24.37,912.49
8/19/1997,22.64,926.01
8/20/1997,21.09,939.35
8/21/1997,23.83,925.05
8/22/1997,24.74,923.54
8/25/1997,24.1,920.16
8/26/1997,24.73,913.02
8/27/1997,24.26,913.7
8/28/1997,24.51,903.67
8/29/1997,24.76,899.47
9/2/1997,24.53,927.58
9/3/1997,24.95,927.86
9/4/1997,25.27,930.87
9/5/1997,24.31,929.05
9/8/1997,24.4,931.2
9/9/1997,23.89,933.62
9/10/1997,24.64,919.03
9/11/1997,25.99,912.59
9/12/1997,25.17,923.91
9/15/1997,25.74,919.77
9/16/1997,23.77,945.64
9/17/1997,24.1,943
9/18/1997,23.48,947.29
9/19/1997,22.74,950.51
9/22/1997,22.08,955.43
9/23/1997,22,951.93
9/24/1997,22.64,944.48
9/25/1997,22.96,937.91
9/26/1997,22.26,945.22
9/29/1997,22.23,953.34
9/30/1997,22.91,947.28
10/1/1997,22.32,955.41
10/2/1997,22.27,960.46
10/3/1997,21.54,965.03
10/6/1997,21.61,972.69
10/7/1997,20.29,983.12
10/8/1997,21.04,973.84
10/9/1997,22.31,970.62
10/10/1997,19.75,966.98
10/13/1997,20.26,968.1
10/14/1997,19.99,970.28
10/15/1997,20.05,965.72
10/16/1997,20.53,955.25
10/17/1997,21.69,944.16
10/20/1997,20.72,955.61
10/21/1997,19.53,972.28
10/22/1997,19.86,968.49
10/23/1997,22.99,950.69
10/24/1997,23.17,941.64
10/27/1997,31.12,876.99
10/28/1997,31.22,921.85
10/29/1997,33.75,919.16
10/30/1997,38.2,903.68
10/31/1997,35.09,914.62
11/3/1997,32.09,938.99
11/4/1997,32.24,940.76
11/5/1997,32.18,942.76
11/6/1997,32.57,938.03
11/7/1997,36.27,927.51
11/10/1997,36.63,921.13
11/11/1997,36.38,923.78
11/12/1997,37.57,905.96
11/13/1997,36.64,916.66
11/14/1997,33.66,928.35
11/17/1997,31.58,946.2
11/18/1997,31.55,938.23
11/19/1997,29.93,944.59
11/20/1997,27.32,958.98
11/21/1997,26.65,963.09
11/24/1997,29.8,946.67
11/25/1997,28.95,950.82
11/28/1997,27.43,955.4
12/1/1997,26.01,974.77
12/2/1997,25.66,971.68
12/3/1997,23.92,976.77
12/4/1997,23.84,973.1
12/5/1997,22.65,983.79
12/8/1997,23.22,982.37
12/9/1997,23.36,975.78
12/10/1997,24.55,969.79
12/11/1997,27.63,954.94
12/12/1997,27.92,953.39
12/15/1997,27.37,963.39
12/16/1997,26.11,968.04
12/17/1997,26.33,965.54
12/18/1997,27.19,955.3
12/19/1997,29.18,946.78
12/22/1997,28.56,953.7
12/23/1997,29.86,939.13
12/24/1997,30.27,932.7
12/26/1997,29.27,936.46
12/29/1997,26.79,953.36
12/30/1997,24.38,970.84
12/31/1997,24.01,970.43
1/2/1998,23.42,975.04
1/5/1998,24.36,977.07
1/6/1998,25.66,966.58
1/7/1998,25.07,964
1/8/1998,26.01,956.05
1/9/1998,28.69,927.69
1/12/1998,28.02,939.21
1/13/1998,25.17,952.12
1/14/1998,23.75,957.94
1/15/1998,23.45,950.73
1/16/1998,21.65,961.51
1/20/1998,21.65,978.6
1/21/1998,22.53,970.81
1/22/1998,23.16,963.04
1/23/1998,23.32,957.59
1/26/1998,23.97,956.95
1/27/1998,22.27,969.02
1/28/1998,22.06,977.46
1/29/1998,21.65,985.49
1/30/1998,21.47,980.28
2/2/1998,21.36,1001.27
2/3/1998,20.67,1006
2/4/1998,20.55,1006.9
2/5/1998,21.29,1003.54
2/6/1998,20.51,1012.46
2/9/1998,21.55,1010.74
2/10/1998,20.66,1019.01
2/11/1998,20.38,1020.01
2/12/1998,19.73,1024.14
2/13/1998,19.84,1020.09
2/17/1998,20.76,1022.76
2/18/1998,19.66,1032.08
2/19/1998,19.88,1028.28
2/20/1998,19,1034.21
2/23/1998,18.99,1038.14
2/24/1998,19.35,1030.56
2/25/1998,18.62,1042.9
2/26/1998,18.63,1048.67
2/27/1998,18.55,1049.34
3/2/1998,19.19,1047.7
3/3/1998,19.04,1052.02
3/4/1998,19.58,1047.33
3/5/1998,20.93,1035.05
3/6/1998,19.14,1055.69
3/9/1998,20.23,1052.31
3/10/1998,19.43,1064.25
3/11/1998,18.89,1068.47
3/12/1998,18.25,1069.92
3/13/1998,18.71,1068.61
3/16/1998,18.51,1079.27
3/17/1998,18.66,1080.45
3/18/1998,18.29,1085.52
3/19/1998,17.76,1089.74
3/20/1998,18.69,1099.16
3/23/1998,19.98,1095.55
3/24/1998,20.51,1105.65
3/25/1998,22.54,1101.93
3/26/1998,22.81,1100.8
3/27/1998,23.47,1095.44
3/30/1998,24.66,1093.55
3/31/1998,24.22,1101.75
4/1/1998,23.37,1108.15
4/2/1998,21.98,1120.01
4/3/1998,21.82,1122.7
4/6/1998,22.47,1121.38
4/7/1998,23.66,1109.55
4/8/1998,23.17,1101.65
4/9/1998,21.51,1110.67
4/13/1998,22.77,1109.69
4/14/1998,21.61,1115.75
4/15/1998,20.89,1119.32
4/16/1998,22.06,1108.17
4/17/1998,20.76,1122.72
4/20/1998,20.39,1123.65
4/21/1998,19.91,1126.67
4/22/1998,19.87,1130.54
4/23/1998,20.6,1119.58
4/24/1998,21.97,1107.9
4/27/1998,26.09,1086.54
4/28/1998,24.17,1085.11
4/29/1998,22.78,1094.63
4/30/1998,21.18,1111.75
5/1/1998,19.34,1121
5/4/1998,20.32,1122.07
5/5/1998,21.46,1115.5
5/6/1998,22.79,1104.92
5/7/1998,23.39,1095.14
5/8/1998,20.57,1108.14
5/11/1998,21.05,1106.64
5/12/1998,20.98,1115.79
5/13/1998,20.44,1118.86
5/14/1998,19.64,1117.37
5/15/1998,20.44,1108.73
5/18/1998,21.69,1105.82
5/19/1998,20.39,1109.52
5/20/1998,19.89,1119.06
5/21/1998,19.38,1114.64
5/22/1998,18.99,1110.47
5/26/1998,22.07,1094.02
5/27/1998,22.59,1092.23
5/28/1998,20.74,1097.6
5/29/1998,21.32,1090.82
6/1/1998,22.83,1090.98
6/2/1998,22,1093.22
6/3/1998,22.85,1082.73
6/4/1998,21.22,1094.83
6/5/1998,19.78,1113.86
6/8/1998,20.58,1115.72
6/9/1998,20.52,1118.41
6/10/1998,21.48,1112.28
6/11/1998,23.57,1094.58
6/12/1998,22.78,1098.84
6/15/1998,26.2,1077.01
6/16/1998,24.8,1087.59
6/17/1998,22.59,1107.11
6/18/1998,22.09,1106.37
6/19/1998,21.61,1100.65
6/22/1998,21.94,1103.24
6/23/1998,20.17,1119.49
6/24/1998,20.02,1132.88
6/25/1998,20.25,1129.28
6/26/1998,19.36,1133.2
6/29/1998,19.57,1138.49
6/30/1998,19.71,1133.84
7/1/1998,18,1148.56
7/2/1998,17.67,1146.42
7/6/1998,18.63,1157.31
7/7/1998,18.62,1154.66
7/8/1998,17.82,1166.37
7/9/1998,18.16,1158.56
7/10/1998,17.92,1164.33
7/13/1998,18.26,1165.19
7/14/1998,17.88,1177.58
7/15/1998,17.89,1174.81
7/16/1998,16.97,1183.99
7/17/1998,16.23,1186.75
7/20/1998,17.34,1184.1
7/21/1998,20.1,1165.07
7/22/1998,20.32,1164.08
7/23/1998,23.01,1139.75
7/24/1998,23.01,1140.8
7/27/1998,23.13,1147.27
7/28/1998,25.25,1130.24
7/29/1998,24.79,1125.21
7/30/1998,22.66,1142.95
7/31/1998,24.8,1120.67
8/3/1998,25.98,1112.44
8/4/1998,31.06,1072.12
8/5/1998,29.83,1081.43
8/6/1998,28.2,1089.63
8/7/1998,27.02,1089.45
8/10/1998,28.75,1083.14
8/11/1998,31.91,1068.98
8/12/1998,28.55,1084.22
8/13/1998,29.92,1074.91
8/14/1998,34.75,1062.75
8/17/1998,31.86,1083.67
8/18/1998,28.4,1101.2
8/19/1998,28.69,1098.06
8/20/1998,30,1091.6
8/21/1998,33.14,1081.18
8/24/1998,31.8,1088.14
8/25/1998,30.33,1092.86
8/26/1998,31.14,1084.19
8/27/1998,38.55,1042.59
8/28/1998,39.6,1027.14
8/31/1998,44.28,957.28
9/1/1998,36.48,994.24
9/2/1998,36.76,990.47
9/3/1998,41.43,982.26
9/4/1998,43.31,973.89
9/8/1998,37.9,1023.46
9/9/1998,39.66,1006.2
9/10/1998,45.29,980.19
9/11/1998,43.74,1009.06
9/14/1998,38.57,1029.72
9/15/1998,36.58,1037.68
9/16/1998,35.94,1045.48
9/17/1998,39.23,1018.87
9/18/1998,38.63,1020.09
9/21/1998,38.58,1023.89
9/22/1998,36.62,1029.63
9/23/1998,32.47,1066.09
9/24/1998,34.66,1042.72
9/25/1998,34.55,1044.75
9/28/1998,34.87,1048.69
9/29/1998,36.08,1049.02
9/30/1998,40.95,1017.01
10/1/1998,43.48,986.39
10/2/1998,40.47,1002.6
10/5/1998,42.81,988.56
10/6/1998,41.2,984.59
10/7/1998,43.51,970.68
10/8/1998,45.74,959.44
10/9/1998,41.78,984.39
10/12/1998,40.07,997.71
10/13/1998,40.23,994.8
10/14/1998,38.96,1005.53
10/15/1998,33.34,1047.49
10/16/1998,34.82,1056.42
10/19/1998,33.13,1062.39
10/20/1998,33.11,1063.93
10/21/1998,33.21,1069.92
10/22/1998,31.53,1078.48
10/23/1998,32.27,1070.67
10/26/1998,32.38,1072.32
10/27/1998,32.95,1065.34
10/28/1998,32.42,1068.09
10/29/1998,29.5,1085.93
10/30/1998,28.05,1098.67
11/2/1998,27.26,1111.6
11/3/1998,27.76,1110.84
11/4/1998,27.37,1118.67
11/5/1998,26.01,1133.85
11/6/1998,25.7,1141.01
11/9/1998,28.09,1130.2
11/10/1998,28.17,1128.26
11/11/1998,28.47,1120.97
11/12/1998,29.28,1117.69
11/13/1998,29.03,1125.72
11/16/1998,28.9,1135.86
11/17/1998,27.95,1139.32
11/18/1998,27.13,1144.48
11/19/1998,25.5,1152.61
11/20/1998,22.47,1163.55
11/23/1998,21.84,1188.21
11/24/1998,23.28,1182.99
11/25/1998,22.15,1186.87
11/27/1998,22.09,1192.29
11/30/1998,26.01,1163.63
12/1/1998,24.97,1175.28
12/2/1998,25.43,1171.25
12/3/1998,28.7,1150.14
12/4/1998,25.31,1176.74
12/7/1998,24.9,1187.7
12/8/1998,25.58,1181.38
12/9/1998,25.66,1183.49
12/10/1998,26.81,1165.02
12/11/1998,27.72,1166.46
12/14/1998,31.31,1141.2
12/15/1998,29.42,1162.83
12/16/1998,29.96,1161.94
12/17/1998,27.96,1179.98
12/18/1998,25.04,1188.03
12/21/1998,23.86,1202.84
12/22/1998,22.78,1203.57
12/23/1998,20.21,1228.54
12/24/1998,21.48,1226.27
12/28/1998,23.5,1225.49
12/29/1998,22.18,1241.81
12/30/1998,23.34,1231.93
12/31/1998,24.42,1229.23
1/4/1999,26.17,1228.1
1/5/1999,24.46,1244.78
1/6/1999,23.34,1272.34
1/7/1999,24.37,1269.73
1/8/1999,23.28,1275.09
1/11/1999,25.46,1263.88
1/12/1999,28.1,1239.51
1/13/1999,30.11,1234.4
1/14/1999,32.98,1212.19
1/15/1999,29.24,1243.26
1/19/1999,29.24,1252
1/20/1999,28.6,1256.62
1/21/1999,30.92,1235.16
1/22/1999,31.95,1225.19
1/25/1999,31.13,1233.98
1/26/1999,29.23,1252.31
1/27/1999,29.73,1243.17
1/28/1999,28.11,1265.37
1/29/1999,26.25,1279.64
2/1/1999,27.67,1273
2/2/1999,28.16,1261.99
2/3/1999,27.88,1272.07
2/4/1999,29.48,1248.49
2/5/1999,29.67,1239.4
2/8/1999,30.27,1243.77
2/9/1999,31.36,1216.14
2/10/1999,30.45,1223.55
2/11/1999,27.42,1254.04
2/12/1999,29.76,1230.13
2/16/1999,29.65,1241.87
2/17/1999,30.65,1224.03
2/18/1999,30.45,1237.28
2/19/1999,29.3,1239.19
2/22/1999,25.87,1272.14
2/23/1999,26.49,1271.18
2/24/1999,27.21,1253.41
2/25/1999,28.01,1245.02
2/26/1999,27.88,1238.33
3/1/1999,28.37,1236.16
3/2/1999,29.22,1225.5
3/3/1999,29.04,1227.7
3/4/1999,26.67,1246.64
3/5/1999,24.08,1275.47
3/8/1999,24.54,1282.73
3/9/1999,25.02,1279.84
3/10/1999,24.79,1286.84
3/11/1999,24.37,1297.68
3/12/1999,24.84,1294.59
3/15/1999,25.24,1307.26
3/16/1999,25.15,1306.36
3/17/1999,25.57,1297.82
3/18/1999,24.13,1316.55
3/19/1999,24.32,1299.29
3/22/1999,25,1297.01
3/23/1999,27.27,1262.14
3/24/1999,26.6,1268.59
3/25/1999,24.33,1289.99
3/26/1999,24.04,1282.8
3/29/1999,23.54,1310.17
3/30/1999,22.73,1300.75
3/31/1999,23.26,1286.37
4/1/1999,22.06,1293.72
4/5/1999,22.19,1321.12
4/6/1999,22.65,1317.89
4/7/1999,22.81,1326.89
4/8/1999,22.59,1343.98
4/9/1999,21.77,1348.35
4/12/1999,21.93,1358.63
4/13/1999,22.73,1349.82
4/14/1999,24.94,1328.44
4/15/1999,23.93,1322.85
4/16/1999,23.9,1319
4/19/1999,26.42,1289.48
4/20/1999,25.02,1306.17
4/21/1999,23.31,1336.12
4/22/1999,22.62,1358.83
4/23/1999,22.76,1356.85
4/26/1999,23.53,1360.04
4/27/1999,23.36,1362.8
4/28/1999,24.4,1350.91
4/29/1999,25.06,1342.83
4/30/1999,25.07,1335.18
5/3/1999,24.15,1354.63
5/4/1999,25.62,1332
5/5/1999,25.19,1347.31
5/6/1999,27.44,1332.05
5/7/1999,25.36,1345
5/10/1999,26.62,1340.3
5/11/1999,25.62,1355.61
5/12/1999,26.13,1364
5/13/1999,25.02,1367.56
5/14/1999,26.86,1337.8
5/17/1999,27.28,1339.49
5/18/1999,27.26,1333.32
5/19/1999,25.08,1344.23
5/20/1999,24.46,1338.83
5/21/1999,24.4,1330.29
5/24/1999,27.62,1306.65
5/25/1999,28.9,1284.4
5/26/1999,27.57,1304.76
5/27/1999,28.12,1281.41
5/28/1999,25.39,1301.84
6/1/1999,26.62,1294.26
6/2/1999,26.21,1294.81
6/3/1999,26.2,1299.54
6/4/1999,23.43,1327.75
6/7/1999,23.78,1334.52
6/8/1999,24.02,1317.33
6/9/1999,23.9,1318.64
6/10/1999,25.32,1302.82
6/11/1999,25.9,1293.64
6/14/1999,26.51,1294
6/15/1999,25.91,1301.16
6/16/1999,22.4,1330.41
6/17/1999,21.95,1339.9
6/18/1999,21.75,1342.84
6/21/1999,21.81,1349
6/22/1999,21.7,1335.88
6/23/1999,21.32,1333.06
6/24/1999,23.06,1315.78
6/25/1999,21.76,1315.31
6/28/1999,22.63,1331.35
6/29/1999,22.51,1351.45
6/30/1999,21.09,1372.71
7/1/1999,19.69,1380.96
7/2/1999,18.66,1391.22
7/6/1999,20.73,1388.12
7/7/1999,20.35,1395.86
7/8/1999,19.47,1394.42
7/9/1999,17.96,1403.28
7/12/1999,19.73,1399.1
7/13/1999,19.95,1393.56
7/14/1999,19.71,1398.17
7/15/1999,18.68,1409.62
7/16/1999,17.42,1418.78
7/19/1999,19.07,1407.65
7/20/1999,21.79,1377.1
7/21/1999,21.46,1379.29
7/22/1999,23.05,1360.97
7/23/1999,23.32,1356.94
7/26/1999,24.98,1347.76
7/27/1999,23.23,1362.84
7/28/1999,22.85,1365.4
7/29/1999,24.52,1341.03
7/30/1999,24.64,1328.72
8/2/1999,25.59,1328.05
8/3/1999,26.27,1322.18
8/4/1999,27.4,1305.33
8/5/1999,27.01,1313.71
8/6/1999,26.6,1300.29
8/9/1999,27.66,1297.8
8/10/1999,28.45,1281.43
8/11/1999,25.39,1301.93
8/12/1999,25.03,1298.16
8/13/1999,22.31,1327.68
8/16/1999,23.07,1330.77
8/17/1999,21.67,1344.16
8/18/1999,23.3,1332.84
8/19/1999,24.39,1323.59
8/20/1999,22.95,1336.61
8/23/1999,22.55,1360.22
8/24/1999,22.4,1363.5
8/25/1999,20.96,1381.79
8/26/1999,21.21,1362.01
8/27/1999,21.83,1348.27
8/30/1999,24.63,1324.02
8/31/1999,24.45,1320.41
9/1/1999,22.93,1331.07
9/2/1999,24.53,1319.11
9/3/1999,20.98,1357.24
9/7/1999,23.44,1350.45
9/8/1999,23.82,1344.15
9/9/1999,23.01,1347.66
9/10/1999,22.03,1351.66
9/13/1999,22.89,1344.13
9/14/1999,23.77,1336.29
9/15/1999,24.56,1317.97
9/16/1999,25.25,1318.48
9/17/1999,23.3,1335.42
9/20/1999,24.03,1335.53
9/21/1999,25.65,1307.58
9/22/1999,25.19,1310.51
9/23/1999,27.84,1280.41
9/24/1999,27.79,1277.36
9/27/1999,26.4,1283.31
9/28/1999,26.06,1282.2
9/29/1999,26.49,1268.37
9/30/1999,25.41,1282.71
10/1/1999,24.93,1282.81
10/4/1999,24.46,1304.6
10/5/1999,24.79,1301.35
10/6/1999,22.06,1325.4
10/7/1999,23.58,1317.64
10/8/1999,20.49,1336.02
10/11/1999,20.63,1335.21
10/12/1999,22.84,1313.04
10/13/1999,25.96,1285.55
10/14/1999,26.05,1283.42
10/15/1999,28.75,1247.41
10/18/1999,28.19,1254.13
10/19/1999,26.56,1261.32
10/20/1999,23.9,1289.43
10/21/1999,24.02,1283.61
10/22/1999,21.64,1301.65
10/25/1999,23.6,1293.63
10/26/1999,24.26,1281.91
10/27/1999,24.2,1296.71
10/28/1999,21.34,1342.44
10/29/1999,22.2,1362.93
11/1/1999,22.09,1354.12
11/2/1999,23.1,1347.74
11/3/1999,23.16,1354.93
11/4/1999,23,1362.64
11/5/1999,21.66,1370.23
11/8/1999,21.87,1377.01
11/9/1999,22.7,1365.28
11/10/1999,22.26,1373.46
11/11/1999,22.07,1381.46
11/12/1999,21.65,1396.06
11/15/1999,22.74,1394.39
11/16/1999,20.73,1420.03
11/17/1999,20.96,1410.71
11/18/1999,19.76,1424.94
11/19/1999,19.11,1422
11/22/1999,19.98,1420.94
11/23/1999,21,1404.64
11/24/1999,20.26,1417.08
11/26/1999,22.33,1416.62
11/29/1999,23.57,1407.83
11/30/1999,24.18,1388.91
12/1/1999,22.23,1397.72
12/2/1999,21.77,1409.04
12/3/1999,19.32,1433.3
12/6/1999,20.58,1423.34
12/7/1999,21.09,1409.17
12/8/1999,21.25,1403.88
12/9/1999,21.19,1408.11
12/10/1999,21.48,1417.04
12/13/1999,21.72,1415.22
12/14/1999,23.06,1403.17
12/15/1999,22.03,1413.33
12/16/1999,21.91,1418.78
12/17/1999,21.35,1421.05
12/20/1999,23.78,1418.09
12/21/1999,22.66,1433.43
12/22/1999,22.43,1436.13
12/23/1999,21.12,1458.34
12/27/1999,23.07,1457.09
12/28/1999,22.97,1457.66
12/29/1999,23.09,1463.46
12/30/1999,23.91,1464.47
12/31/1999,23.4,1469.25
1/3/2000,24.21,1455.22
1/4/2000,27.01,1399.42
1/5/2000,26.41,1402.11
1/6/2000,25.73,1403.45
1/7/2000,21.72,1441.47
1/10/2000,21.71,1457.6
1/11/2000,22.5,1438.56
1/12/2000,22.84,1432.25
1/13/2000,21.71,1449.68
1/14/2000,19.66,1465.15
1/18/2000,21.5,1455.14
1/19/2000,21.72,1455.9
1/20/2000,21.75,1445.57
1/21/2000,20.82,1441.36
1/24/2000,24.07,1401.53
1/25/2000,23.02,1410.03
1/26/2000,23.03,1404.09
1/27/2000,23.54,1398.56
1/28/2000,26.14,1360.16
1/31/2000,24.95,1394.46
2/1/2000,23.45,1409.28
2/2/2000,23.12,1409.12
2/3/2000,22.01,1424.97
2/4/2000,21.54,1424.37
2/7/2000,22.79,1424.24
2/8/2000,21.25,1441.72
2/9/2000,22.9,1411.7
2/10/2000,23.07,1416.83
2/11/2000,24.42,1387.12
2/14/2000,24.38,1389.94
2/15/2000,22.92,1402.05
2/16/2000,23.51,1387.67
2/17/2000,23.17,1388.25
2/18/2000,26,1346.09
2/22/2000,25.86,1352.17
2/23/2000,23.89,1360.69
2/24/2000,24.38,1353.43
2/25/2000,25.2,1333.36
2/28/2000,24.68,1348.05
2/29/2000,23.37,1366.42
3/1/2000,21.64,1379.19
3/2/2000,21.06,1381.76
3/3/2000,19.21,1409.17
3/6/2000,21.5,1391.28
3/7/2000,24.31,1355.62
3/8/2000,23.82,1366.7
3/9/2000,22.21,1401.69
3/10/2000,21.24,1395.07
3/13/2000,22.85,1383.62
3/14/2000,24.41,1359.15
3/15/2000,22.34,1392.14
3/16/2000,20.77,1458.47
3/17/2000,22.37,1464.47
3/20/2000,22.96,1456.63
3/21/2000,21.7,1493.87
3/22/2000,21.49,1500.64
3/23/2000,22.26,1527.35
3/24/2000,23.31,1527.46
3/27/2000,24.53,1523.86
3/28/2000,24.86,1507.73
3/29/2000,24.1,1508.52
3/30/2000,24.42,1487.92
3/31/2000,23.67,1498.58
4/3/2000,24.03,1505.97
4/4/2000,27.12,1494.73
4/5/2000,28.41,1487.37
4/6/2000,27.15,1501.34
4/7/2000,24.39,1516.35
4/10/2000,25.99,1504.46
4/11/2000,27.25,1500.59
4/12/2000,27.85,1467.17
4/13/2000,29.4,1440.51
4/14/2000,33.49,1356.56
4/17/2000,28.95,1401.44
4/18/2000,26.12,1441.61
4/19/2000,27.02,1427.47
4/20/2000,25.85,1434.54
4/24/2000,27.37,1429.86
4/25/2000,25.24,1477.44
4/26/2000,26.97,1460.99
4/27/2000,26.19,1464.92
4/28/2000,26.2,1452.43
5/1/2000,25.88,1468.25
5/2/2000,28.5,1446.29
5/3/2000,31.63,1415.1
5/4/2000,30.77,1409.57
5/5/2000,27.53,1432.63
5/8/2000,28.2,1424.17
5/9/2000,28.93,1412.14
5/10/2000,29.87,1383.05
5/11/2000,27.76,1407.81
5/12/2000,26.05,1420.96
5/15/2000,24.86,1452.36
5/16/2000,24.34,1466.04
5/17/2000,23.98,1447.8
5/18/2000,23.96,1437.21
5/19/2000,25.44,1406.95
5/22/2000,26,1400.72
5/23/2000,25.87,1373.86
5/24/2000,24.32,1399.05
5/25/2000,24.58,1381.52
5/26/2000,24.47,1378.02
5/30/2000,23.62,1422.45
5/31/2000,23.65,1420.6
6/1/2000,22.36,1448.81
6/2/2000,21.48,1477.26
6/5/2000,22.71,1467.63
6/6/2000,23.05,1457.84
6/7/2000,22.48,1471.36
6/8/2000,22.04,1461.67
6/9/2000,22.14,1456.95
6/12/2000,22.32,1446
6/13/2000,21.67,1469.44
6/14/2000,21.48,1470.54
6/15/2000,20.68,1478.73
6/16/2000,20.5,1464.46
6/19/2000,20.63,1486
6/20/2000,20.88,1475.95
6/21/2000,20.61,1479.13
6/22/2000,22,1452.18
6/23/2000,22.34,1441.48
6/26/2000,22.45,1455.25
6/27/2000,21.8,1450.55
6/28/2000,20.29,1454.82
6/29/2000,19.7,1442.39
6/30/2000,19.54,1454.6
7/3/2000,19.83,1469.32
7/5/2000,21.16,1446.23
7/6/2000,20.94,1456.67
7/7/2000,19.22,1478.9
7/10/2000,20.33,1475.62
7/11/2000,20.11,1480.88
7/12/2000,20.03,1492.92
7/13/2000,20.03,1495.84
7/14/2000,19.32,1509.98
7/17/2000,19.45,1510.49
7/18/2000,19.75,1493.74
7/19/2000,19.65,1481.96
7/20/2000,18.94,1495.47
7/21/2000,18.94,1480.19
7/24/2000,19.92,1464.29
7/25/2000,19.39,1474.47
7/26/2000,19.67,1452.42
7/27/2000,19.6,1449.62
7/28/2000,20.84,1419.89
7/31/2000,20.74,1430.83
8/1/2000,20.55,1438.1
8/2/2000,20,1438.7
8/3/2000,19.99,1452.56
8/4/2000,18.62,1462.93
8/7/2000,19.03,1479.32
8/8/2000,18.79,1482.81
8/9/2000,19.18,1472.87
8/10/2000,19.19,1460.25
8/11/2000,18.55,1471.84
8/14/2000,17.88,1491.56
8/15/2000,17.98,1484.43
8/16/2000,18.02,1479.85
8/17/2000,17.48,1496.07
8/18/2000,17.05,1491.72
8/21/2000,17.35,1499.48
8/22/2000,17.47,1498.13
8/23/2000,17.38,1505.97
8/24/2000,17.04,1508.31
8/25/2000,16.53,1506.46
8/28/2000,16.54,1514.09
8/29/2000,16.89,1509.84
8/30/2000,17.69,1502.59
8/31/2000,16.84,1517.68
9/1/2000,17.53,1520.77
9/5/2000,19.82,1507.08
9/6/2000,20.79,1492.25
9/7/2000,19.42,1502.51
9/8/2000,18.46,1494.5
9/11/2000,18.4,1489.26
9/12/2000,18.59,1481.99
9/13/2000,18.32,1484.91
9/14/2000,18.26,1480.87
9/15/2000,18.52,1465.81
9/18/2000,20.25,1444.51
9/19/2000,19.54,1459.9
9/20/2000,19.93,1451.34
9/21/2000,20.18,1449.05
9/22/2000,20.74,1448.72
9/25/2000,21.41,1439.03
9/26/2000,21.88,1427.21
9/27/2000,21.67,1426.57
9/28/2000,19.47,1458.29
9/29/2000,20.57,1436.51
10/2/2000,21.23,1436.23
10/3/2000,21.85,1426.46
10/4/2000,21.54,1434.32
10/5/2000,21.03,1436.28
10/6/2000,22.71,1408.99
10/9/2000,24.02,1402.03
10/10/2000,24.86,1387.02
10/11/2000,26.57,1364.59
10/12/2000,29.47,1329.78
10/13/2000,27.6,1374.17
10/16/2000,26.79,1374.62
10/17/2000,27.84,1349.97
10/18/2000,28.72,1342.13
10/19/2000,25.09,1388.76
10/20/2000,24.24,1396.93
10/23/2000,24.69,1395.78
10/24/2000,24.28,1398.13
10/25/2000,26.65,1364.9
10/26/2000,28.62,1364.44
10/27/2000,26.47,1379.58
10/30/2000,25.46,1398.66
10/31/2000,23.63,1429.4
11/1/2000,24.28,1421.22
11/2/2000,23.92,1428.32
11/3/2000,23.67,1426.69
11/6/2000,24.52,1432.19
11/7/2000,24.91,1431.87
11/8/2000,25.66,1409.28
11/9/2000,27.2,1400.14
11/10/2000,28.53,1365.98
11/13/2000,29.06,1351.26
11/14/2000,26.81,1382.95
11/15/2000,26.15,1389.81
11/16/2000,25.05,1372.32
11/17/2000,24.81,1367.72
11/20/2000,27.43,1342.62
11/21/2000,26.62,1347.35
11/22/2000,27.71,1322.36
11/24/2000,26,1341.77
11/27/2000,26.93,1348.97
11/28/2000,27.64,1336.09
11/29/2000,27.49,1341.91
11/30/2000,29.65,1314.95
